115d94,2024-10-01 14:28:00,DOWN,fup,arredondar,
524e24,2024-10-01 14:28:01,DOWN,fup,mumia,
8c4f5f,2024-10-01 14:28:02,DOWN,fup,meio,
3cd558,2024-10-01 14:28:04,DOWN,fup,jokenpo,
179024,2024-10-01 14:28:48,TEST,fup,ou,100%
34dd37,2024-10-01 14:28:49,SELF,fup,ou,1
cf231b,2024-10-01 14:28:49,SELF,fup,ou,10
c53fd1,2024-10-01 14:29:32,TEST,fup,positivo,0%
afdb98,2024-10-01 14:29:41,TEST,fup,positivo,100%
c00b98,2024-10-01 14:29:43,SELF,fup,positivo,1
31f331,2024-10-01 14:29:43,SELF,fup,positivo,10
da66aa,2024-10-01 14:30:22,TEST,fup,multiplo,100%
5cf6ae,2024-10-01 14:30:23,SELF,fup,multiplo,1
9e807d,2024-10-01 14:30:23,SELF,fup,multiplo,10
c34d81,2024-10-01 14:31:05,TEST,fup,nulo,100%
a07cb0,2024-10-01 14:31:07,SELF,fup,nulo,1
4d0a72,2024-10-01 14:31:07,SELF,fup,nulo,10
ffa00b,2024-10-01 14:31:38,TEST,fup,calculadora,100%
bde310,2024-10-01 14:31:39,SELF,fup,calculadora,1
419247,2024-10-01 14:31:39,SELF,fup,calculadora,10
4c66a8,2024-10-01 14:33:14,TEST,fup,quantos,100%
0f0223,2024-10-01 14:33:15,SELF,fup,quantos,1
3a1aea,2024-10-01 14:33:15,SELF,fup,quantos,10
482092,2024-10-01 14:33:57,TEST,fup,impar,100%
09d670,2024-10-01 14:33:58,SELF,fup,impar,1
15104c,2024-10-01 14:33:58,SELF,fup,impar,10
11f4ae,2024-10-01 14:34:40,TEST,fup,arredondar,100%
dea4cd,2024-10-01 14:34:40,TEST,fup,arredondar,100%
4b6da0,2024-10-01 14:34:41,SELF,fup,arredondar,1
b684d9,2024-10-01 14:34:41,SELF,fup,arredondar,10
79e9fa,2024-10-01 14:35:22,TEST,fup,mumia,100%
ae4567,2024-10-01 14:35:23,SELF,fup,mumia,1
26fcc6,2024-10-01 14:35:23,SELF,fup,mumia,10
74fca6,2024-10-01 14:35:54,TEST,fup,meio,0%
b3edd4,2024-10-01 14:36:47,TEST,fup,meio,100%
3b51c0,2024-10-01 14:36:48,SELF,fup,meio,1
0b1025,2024-10-01 14:36:49,SELF,fup,meio,10
8aa6a0,2024-10-01 14:37:23,TEST,fup,mumia,77%
161b83,2024-10-01 14:37:34,TEST,fup,mumia,100%
eadc28,2024-10-01 14:38:19,DOWN,fup,jokenpo,
50d5dc,2024-10-01 14:39:01,TEST,fup,jokenpo,100%
3a6415,2024-10-01 14:39:03,SELF,fup,jokenpo,1
3ee50c,2024-10-01 14:39:03,SELF,fup,jokenpo,10
0513b2,2024-10-01 14:39:58,DOWN,fup,final,
a873db,2024-10-01 14:40:15,TEST,fup,final,100%
782240,2024-10-01 14:40:17,SELF,fup,final,1
f952c7,2024-10-01 14:40:17,SELF,fup,final,10
900358,2024-10-01 14:40:48,DOWN,fup,trabalhando,
5c526a,2024-10-01 14:41:01,TEST,fup,trabalhando,94%
a4b8eb,2024-10-01 14:41:10,TEST,fup,trabalhando,94%
f7d11b,2024-10-01 14:41:11,TEST,fup,trabalhando,94%
e127b5,2024-10-01 14:41:31,SELF,fup,trabalhando,9
93ff18,2024-10-01 14:41:31,SELF,fup,trabalhando,5
75cc4a,2024-10-01 14:41:32,SELF,fup,trabalhando,9
a5c8a7,2024-10-01 14:41:36,SELF,fup,trabalhando,1
fe4bb0,2024-10-01 14:41:36,SELF,fup,trabalhando,10
65e321,2024-10-01 14:42:46,DOWN,fup,varetas,
1fb97b,2024-10-01 14:42:58,TEST,fup,varetas,100%
788cb3,2024-10-01 14:43:00,SELF,fup,varetas,1
2ecf0a,2024-10-01 14:43:00,SELF,fup,varetas,10
c3b873,2024-10-01 14:43:08,DOWN,fup,cortada,
7d3d52,2024-10-01 14:43:46,TEST,fup,cortada,100%
f51acb,2024-10-01 14:43:48,SELF,fup,cortada,1
dc5fbd,2024-10-01 14:43:48,SELF,fup,cortada,10
3275ce,2024-10-01 14:43:51,DOWN,fup,monica,
b4ae73,2024-10-01 14:44:09,DOWN,fup,goiabas,
b116f0,2024-10-01 14:44:50,TEST,fup,goiabas,COMPILATION_ERROR
9c2e07,2024-10-01 14:44:54,TEST,fup,goiabas,100%
065452,2024-10-01 14:44:54,TEST,fup,goiabas,100%
41d706,2024-10-01 14:44:55,SELF,fup,goiabas,1
35b8c3,2024-10-01 14:44:55,SELF,fup,goiabas,10
0504a5,2024-10-01 14:45:18,DOWN,fup,salario,
b29cad,2024-10-01 14:45:53,TEST,fup,salario,100%
4e2c23,2024-10-01 14:45:54,SELF,fup,salario,1
ebda38,2024-10-01 14:45:54,SELF,fup,salario,10
0b8aae,2024-10-01 14:47:44,DOWN,fup,loop_i,
3863a7,2024-10-01 14:47:45,DOWN,fup,loop_ii,
d9c561,2024-10-01 14:47:46,DOWN,fup,loop_iii,
46e179,2024-10-01 14:47:48,DOWN,fup,loop_v,
a84ad9,2024-10-01 14:48:22,TEST,fup,loop_i,COMPILATION_ERROR
a08758,2024-10-01 14:48:44,QUIT,fup,,
9b8406,2024-10-01 14:48:49,OPEN,fup,,
553fe1,2024-10-01 14:48:51,TEST,fup,loop_i,COMPILATION_ERROR
cd28d0,2024-10-01 14:49:09,TEST,fup,loop_i,COMPILATION_ERROR
6f61e3,2024-10-01 14:49:26,TEST,fup,loop_i,0%
669e33,2024-10-01 14:49:27,TEST,fup,loop_i,0%
7566a3,2024-10-01 14:50:16,TEST,fup,loop_i,100%
c4fd1e,2024-10-01 14:50:18,SELF,fup,loop_i,1
f1079d,2024-10-01 14:50:18,SELF,fup,loop_i,10
c7cc25,2024-10-01 14:50:51,TEST,fup,loop_ii,COMPILATION_ERROR
d63dc1,2024-10-01 14:50:57,TEST,fup,loop_ii,100%
e0e5e2,2024-10-01 14:51:00,SELF,fup,loop_ii,1
61cc31,2024-10-01 14:51:00,SELF,fup,loop_ii,10
d845fb,2024-10-01 14:51:03,SELF,fup,loop_iii,1
506ba5,2024-10-01 14:51:03,SELF,fup,loop_iii,10
529de1,2024-10-01 14:51:30,TEST,fup,loop_iii,100%
471f93,2024-10-01 14:51:30,SELF,fup,loop_iii,1
abc2e2,2024-10-01 14:51:31,SELF,fup,loop_iii,10
5bfbc4,2024-10-01 14:52:00,TEST,fup,loop_v,100%
c5297a,2024-10-01 14:52:01,SELF,fup,loop_v,1
8af676,2024-10-01 14:52:01,SELF,fup,loop_v,10
df99f6,2024-10-01 14:52:27,DOWN,fup,pares,
67f0c3,2024-10-01 14:52:36,TEST,fup,pares,100%
9cb2d4,2024-10-01 14:52:37,SELF,fup,pares,1
bc0335,2024-10-01 14:52:38,SELF,fup,pares,10
ec888f,2024-10-01 14:53:19,DOWN,fup,sapatos,
7cf8cb,2024-10-01 14:53:28,TEST,fup,sapatos,100%
fae9a0,2024-10-01 14:53:29,SELF,fup,sapatos,1
e01a7b,2024-10-01 14:53:30,SELF,fup,sapatos,10
84f343,2024-10-01 14:54:33,DOWN,fup,filhos,
ff1d46,2024-10-01 14:54:40,TEST,fup,filhos,COMPILATION_ERROR
cb0c96,2024-10-01 14:54:51,TEST,fup,filhos,100%
217f04,2024-10-01 14:54:52,SELF,fup,filhos,1
2491d1,2024-10-01 14:54:52,SELF,fup,filhos,10
9b7fb2,2024-10-01 14:54:55,DOWN,fup,ceu,
5f4117,2024-10-01 14:55:50,TEST,fup,ceu,COMPILATION_ERROR
c2e6aa,2024-10-01 14:56:04,TEST,fup,ceu,0%
7de659,2024-10-01 14:56:05,TEST,fup,ceu,0%
030497,2024-10-01 14:56:05,TEST,fup,ceu,0%
cc9575,2024-10-01 14:56:05,TEST,fup,ceu,0%
9aba07,2024-10-01 14:56:05,TEST,fup,ceu,0%
a72794,2024-10-01 14:56:06,TEST,fup,ceu,0%
3b92a7,2024-10-01 14:56:06,TEST,fup,ceu,0%
6d71c3,2024-10-01 14:56:06,TEST,fup,ceu,0%
cfb149,2024-10-01 14:56:06,TEST,fup,ceu,0%
c8ae12,2024-10-01 14:56:06,TEST,fup,ceu,0%
ff6e86,2024-10-01 14:56:06,TEST,fup,ceu,0%
fefd7f,2024-10-01 14:57:46,DOWN,fup,zigzag,
ae6505,2024-10-01 14:57:47,DOWN,fup,colorido,
acf58f,2024-10-01 14:58:10,TEST,fup,zigzag,100%
4ac4f9,2024-10-01 14:58:12,SELF,fup,zigzag,1
038d1e,2024-10-01 14:58:12,SELF,fup,zigzag,10
fab064,2024-10-01 14:58:41,TEST,fup,colorido,100%
8e5824,2024-10-01 14:58:42,SELF,fup,colorido,1
6753f5,2024-10-01 14:58:42,SELF,fup,colorido,10
6dfe32,2024-10-01 14:59:23,DOWN,fup,fuga,
359253,2024-10-01 14:59:43,TEST,fup,fuga,COMPILATION_ERROR
7f4c46,2024-10-01 14:59:46,TEST,fup,fuga,COMPILATION_ERROR
f947fc,2024-10-01 14:59:50,TEST,fup,fuga,100%
958f1f,2024-10-01 14:59:52,SELF,fup,fuga,1
93b79e,2024-10-01 14:59:52,SELF,fup,fuga,10
be7ff7,2024-10-01 15:01:11,DOWN,fup,vet_i,
ae6905,2024-10-01 15:01:18,DOWN,fup,vet_ii,
645139,2024-10-01 15:02:02,TEST,fup,vet_i,100%
e34c15,2024-10-01 15:02:03,SELF,fup,vet_i,1
82a7e1,2024-10-01 15:02:03,SELF,fup,vet_i,10
b67434,2024-10-01 15:02:06,DOWN,fup,vet_ii,
2e693a,2024-10-01 15:02:34,TEST,fup,vet_ii,100%
d12297,2024-10-01 15:02:35,SELF,fup,vet_ii,1
603ac8,2024-10-01 15:02:35,SELF,fup,vet_ii,10
951b3f,2024-10-01 15:03:42,DOWN,fup,dieta,
52f267,2024-10-01 15:03:43,DOWN,fup,dindin,
dfcc14,2024-10-01 15:03:54,TEST,fup,dieta,100%
3101cb,2024-10-01 15:03:56,SELF,fup,dieta,1
f28d18,2024-10-01 15:03:56,SELF,fup,dieta,10
168f35,2024-10-01 15:04:16,DOWN,fup,patas,
a904b4,2024-10-01 15:04:47,TEST,fup,patas,100%
16605b,2024-10-01 15:04:49,SELF,fup,patas,9
f70997,2024-10-01 15:05:35,TEST,fup,dindin,0%
a3be5b,2024-10-01 15:06:26,TEST,fup,dindin,100%
404463,2024-10-01 15:06:28,SELF,fup,dindin,9
406bc7,2024-10-01 15:08:24,DOWN,fup,cartas,
aa1d8f,2024-10-01 15:08:35,TEST,fup,cartas,100%
df7847,2024-10-01 15:08:37,SELF,fup,cartas,9
29e06b,2024-10-01 15:09:08,DOWN,fup,revolta,
398f88,2024-10-01 15:09:20,TEST,fup,revolta,100%
4483a2,2024-10-01 15:09:21,SELF,fup,revolta,9
58bf3e,2024-10-01 16:21:51,OPEN,fup,,
1051fe,2024-10-01 16:22:01,DOWN,fup,xuxa,
99d5be,2024-10-01 16:22:41,TEST,fup,xuxa,0%
dc8e2b,2024-10-01 16:23:08,TEST,fup,xuxa,100%
824f93,2024-10-01 16:23:10,SELF,fup,xuxa,1
de028c,2024-10-01 16:23:11,SELF,fup,xuxa,10
b024ab,2024-10-01 16:23:41,DOWN,fup,inverte,
b31505,2024-10-01 16:23:56,TEST,fup,inverte,100%
fd19dd,2024-10-01 16:23:59,SELF,fup,inverte,1
608f46,2024-10-01 16:23:59,SELF,fup,inverte,10
b63908,2024-10-01 16:26:19,DOWN,fup,quebrada,
45207d,2024-10-01 16:26:32,TEST,fup,quebrada,100%
076723,2024-10-01 16:26:33,SELF,fup,quebrada,1
596263,2024-10-01 16:26:33,SELF,fup,quebrada,10
93eb17,2024-10-01 16:26:42,DOWN,fup,operacoes,
698bcf,2024-10-01 16:26:43,DOWN,fup,data,
8e3553,2024-10-01 16:26:45,DOWN,fup,opala,
05941f,2024-10-01 16:26:46,DOWN,fup,tv,
ce7418,2024-10-01 16:27:38,TEST,fup,operacoes,100%
a1407d,2024-10-01 16:27:39,SELF,fup,operacoes,1
26ec1d,2024-10-01 16:27:39,SELF,fup,operacoes,10
1ad15a,2024-10-01 16:28:06,TEST,fup,data,100%
62d0fe,2024-10-01 16:28:07,SELF,fup,data,1
827faa,2024-10-01 16:28:07,SELF,fup,data,10
06dcd4,2024-10-01 16:28:32,TEST,fup,opala,100%
17639c,2024-10-01 16:28:34,SELF,fup,opala,1
1ff3d7,2024-10-01 16:28:34,SELF,fup,opala,10
96c868,2024-10-01 16:28:56,TEST,fup,tv,100%
817407,2024-10-01 16:28:57,SELF,fup,tv,1
2e1c01,2024-10-01 16:28:57,SELF,fup,tv,10
8b7121,2024-10-01 16:29:26,DOWN,fup,impedido,
1dfed0,2024-10-01 16:29:38,TEST,fup,impedido,0%
7eef73,2024-10-01 16:29:48,TEST,fup,impedido,COMPILATION_ERROR
3d50b5,2024-10-01 16:30:00,TEST,fup,impedido,100%
90d482,2024-10-01 16:30:01,TEST,fup,impedido,100%
d6a2c7,2024-10-01 16:30:02,SELF,fup,impedido,1
23effa,2024-10-01 16:30:02,SELF,fup,impedido,10
44f620,2024-10-01 16:30:28,DOWN,fup,chaves,
ad86d8,2024-10-01 16:30:36,TEST,fup,chaves,100%
52197a,2024-10-01 16:30:37,SELF,fup,chaves,1
813730,2024-10-01 16:30:37,SELF,fup,chaves,10
663457,2024-10-01 16:31:22,DOWN,fup,morangos,
576bcc,2024-10-01 16:31:49,TEST,fup,morangos,100%
20f396,2024-10-01 16:31:50,SELF,fup,morangos,1
a9e99d,2024-10-01 16:31:50,SELF,fup,morangos,10
38b8c8,2024-10-01 16:32:02,DOWN,fup,par,
3d8036,2024-10-01 16:32:27,TEST,fup,par,100%
cb5e59,2024-10-01 16:32:28,SELF,fup,par,1
17a0ab,2024-10-01 16:32:28,SELF,fup,par,10
67c8d1,2024-10-01 16:40:25,DOWN,fup,bhaskara,
a1a0d3,2024-10-01 16:42:15,DOWN,fup,sapinho,
509b6a,2024-10-01 16:50:19,TEST,fup,sapinho,COMPILATION_ERROR
d7ebcf,2024-10-01 16:50:28,TEST,fup,sapinho,COMPILATION_ERROR
0cdd8c,2024-10-01 16:50:29,TEST,fup,sapinho,COMPILATION_ERROR
8b4f12,2024-10-01 16:50:30,TEST,fup,sapinho,COMPILATION_ERROR
10b3bb,2024-10-01 16:50:30,TEST,fup,sapinho,COMPILATION_ERROR
a021c7,2024-10-01 16:50:30,TEST,fup,sapinho,COMPILATION_ERROR
a8eee9,2024-10-01 16:50:30,TEST,fup,sapinho,COMPILATION_ERROR
e769f3,2024-10-01 16:50:30,TEST,fup,sapinho,COMPILATION_ERROR
e3882b,2024-10-01 16:50:30,TEST,fup,sapinho,COMPILATION_ERROR
803ee8,2024-10-01 16:50:30,TEST,fup,sapinho,COMPILATION_ERROR
8c6a0c,2024-10-01 16:50:30,TEST,fup,sapinho,COMPILATION_ERROR
eff29d,2024-10-01 16:50:31,TEST,fup,sapinho,COMPILATION_ERROR
f65a7d,2024-10-01 16:50:31,TEST,fup,sapinho,COMPILATION_ERROR
1bbc89,2024-10-01 16:50:31,TEST,fup,sapinho,COMPILATION_ERROR
b34402,2024-10-01 16:50:31,TEST,fup,sapinho,COMPILATION_ERROR
a8d837,2024-10-01 16:50:31,TEST,fup,sapinho,COMPILATION_ERROR
dc6fdb,2024-10-01 16:50:38,TEST,fup,sapinho,COMPILATION_ERROR
82380d,2024-10-01 16:50:40,TEST,fup,sapinho,COMPILATION_ERROR
b3422f,2024-10-01 16:50:40,TEST,fup,sapinho,COMPILATION_ERROR
57f761,2024-10-01 16:50:40,TEST,fup,sapinho,COMPILATION_ERROR
064dba,2024-10-01 16:50:41,TEST,fup,sapinho,COMPILATION_ERROR
ad1f42,2024-10-01 16:53:31,TEST,fup,sapinho,COMPILATION_ERROR
5b0c13,2024-10-01 16:54:11,TEST,fup,sapinho,COMPILATION_ERROR
277ee9,2024-10-01 16:54:51,TEST,fup,sapinho,COMPILATION_ERROR
02ac01,2024-10-01 16:56:29,TEST,fup,sapinho,COMPILATION_ERROR
44ae9d,2024-10-01 16:56:39,TEST,fup,sapinho,COMPILATION_ERROR
2dcead,2024-10-01 16:58:12,TEST,fup,sapinho,0%
985804,2024-10-01 16:58:13,TEST,fup,sapinho,0%
9f50fa,2024-10-01 16:59:24,TEST,fup,sapinho,COMPILATION_ERROR
93feee,2024-10-01 16:59:26,TEST,fup,sapinho,COMPILATION_ERROR
15fd4c,2024-10-01 16:59:31,TEST,fup,sapinho,100%
a10943,2024-10-01 17:00:44,TEST,fup,sapinho,100%
94a4f7,2024-10-01 17:00:51,TEST,fup,sapinho,100%
0d8df0,2024-10-01 17:01:53,TEST,fup,sapinho,0%
2a435b,2024-10-01 17:01:59,TEST,fup,sapinho,0%
72a76b,2024-10-01 17:02:10,TEST,fup,sapinho,100%
355b50,2024-10-01 17:02:59,TEST,fup,sapinho,100%
61efdb,2024-10-01 17:03:03,SELF,fup,sapinho,8
3aff2a,2024-10-01 17:06:47,DOWN,fup,fatores,
6c6a82,2024-10-01 17:11:07,TEST,fup,fatores,0%
45a0c6,2024-10-01 17:11:48,TEST,fup,fatores,100%
b1a10d,2024-10-01 17:12:20,TEST,fup,fatores,100%
7d0355,2024-10-01 17:12:29,SELF,fup,fatores,9
ecfa97,2024-10-01 17:16:15,DOWN,fup,bhaskara,
ef1ef0,2024-10-01 17:17:19,TEST,fup,bhaskara,100%
e3865f,2024-10-01 17:18:12,TEST,fup,bhaskara,COMPILATION_ERROR
9b3640,2024-10-01 17:18:29,TEST,fup,bhaskara,0%
1d93bd,2024-10-01 17:18:39,TEST,fup,bhaskara,100%
0506a9,2024-10-01 17:18:45,SELF,fup,bhaskara,7
3db15e,2024-10-01 17:23:42,DOWN,fup,loop_iv,
8bc61c,2024-10-01 17:24:49,TEST,fup,loop_iv,100%
a846df,2024-10-01 17:24:52,QUIT,fup,,
606961,2024-10-01 17:24:57,OPEN,fup,,
b3725c,2024-10-01 17:24:59,SELF,fup,loop_iv,8
56a885,2024-10-01 17:25:21,TEST,fup,loop_iv,100%
aa0f06,2024-10-01 17:25:52,TEST,fup,loop_iv,100%
abad13,2024-10-01 17:26:40,DOWN,fup,esconde,
055097,2024-10-01 17:27:33,TEST,fup,esconde,100%
efd223,2024-10-01 17:27:37,SELF,fup,esconde,7
384b3d,2024-10-01 17:27:38,SELF,fup,esconde,8
415ae0,2024-10-01 17:27:45,DOWN,fup,ceu,
590d8c,2024-10-01 17:29:58,TEST,fup,ceu,100%
a167cc,2024-10-01 17:29:59,SELF,fup,ceu,8
